,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Loc_ABS_Statistical_Area_4,Loc_Federal_Electorate,Loc_ABS_Remoteness,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Crash_Speed_Limit,Crash_Date
19019,2001,November,Saturday,12,Multi-Vehicle,145.5589148,-17.15068119,Cairns,Kennedy,Outer regional,0,0,0,0,0,60 km/h,200111
19020,2001,November,Saturday,9,Single Vehicle,145.52245119999998,-17.27509525,Cairns,Kennedy,Outer regional,0,0,0,0,0,100 - 110 km/h,200111
19021,2001,November,Saturday,13,Single Vehicle,145.2271614,-15.52801173,Queensland - Outback,Leichhardt,Remote,0,1,0,0,1,80 - 90 km/h,200111
19022,2001,November,Saturday,21,Single Vehicle,145.7458033,-16.96698587,Cairns,Leichhardt,Outer regional,0,0,0,0,0,60 km/h,200111
19023,2001,November,Saturday,11,Multi-Vehicle,145.5861635,-16.68931626,Cairns,Leichhardt,Outer regional,0,3,13,0,16,100 - 110 km/h,200111
19024,2001,November,Saturday,17,Single Vehicle,145.93270280000002,-17.90488881,Cairns,Kennedy,Outer regional,0,0,0,0,0,80 - 90 km/h,200111
19025,2001,November,Saturday,1,Single Vehicle,139.4858471,-20.71805664,Queensland - Outback,Kennedy,Remote,0,0,0,0,0,60 km/h,200111
19026,2001,November,Saturday,3,Single Vehicle,152.9577219,-27.56491485,Ipswich,Oxley,Major cities,0,0,1,0,1,60 km/h,200111
19027,2001,November,Saturday,4,Single Vehicle,152.9578522,-27.56490175,Ipswich,Oxley,Major cities,0,0,0,1,1,60 km/h,200111
19028,2001,November,Sunday,18,Multi-Vehicle,153.03097590000002,-27.51381154,Brisbane - South,Moreton,Major cities,0,0,0,0,0,60 km/h,200111
19029,2001,November,Sunday,4,Multi-Vehicle,153.0291546,-27.47055162,Brisbane Inner City,Brisbane,Major cities,0,0,4,0,4,0 - 50 km/h,200111
19030,2001,November,Sunday,4,Single Vehicle,153.01762030000003,-27.46757182,Brisbane Inner City,Brisbane,Major cities,0,0,0,0,0,60 km/h,200111
19031,2001,November,Sunday,11,Multi-Vehicle,153.0231656,-27.46722334,Brisbane Inner City,Brisbane,Major cities,0,0,1,0,1,60 km/h,200111
19032,2001,November,Sunday,17,Multi-Vehicle,153.05796750000002,-27.53217158,Brisbane - South,Bonner,Major cities,0,0,1,0,1,100 - 110 km/h,200111
19033,2001,November,Sunday,0,Single Vehicle,152.96933330000002,-27.62242371,Ipswich,Oxley,Major cities,0,0,1,0,1,60 km/h,200111
19034,2001,November,Sunday,3,Single Vehicle,152.97293069999998,-27.48116861,Brisbane Inner City,Ryan,Major cities,0,0,0,0,0,80 - 90 km/h,200111
19035,2001,November,Sunday,21,Multi-Vehicle,153.0357985,-27.48054027,Brisbane Inner City,Griffith,Major cities,0,0,0,0,0,60 km/h,200111
19036,2001,November,Sunday,13,Multi-Vehicle,153.0347965,-27.49620538,Brisbane - South,Griffith,Major cities,0,1,0,0,1,60 km/h,200111
19037,2001,November,Sunday,13,Multi-Vehicle,153.0347216,-27.49588818,Brisbane - South,Griffith,Major cities,0,0,1,1,2,60 km/h,200111
19038,2001,November,Sunday,12,Multi-Vehicle,153.17453380000003,-27.79661201,Logan - Beaudesert,Forde,Major cities,0,2,0,1,3,60 km/h,200111
19039,2001,November,Sunday,17,Single Vehicle,153.2521605,-27.77532121,Gold Coast,Fadden,Major cities,0,0,0,1,1,100 - 110 km/h,200111
19040,2001,November,Sunday,18,Single Vehicle,152.8406003,-27.55207166,Ipswich,Blair,Major cities,0,0,1,1,2,60 km/h,200111
19041,2001,November,Sunday,10,Multi-Vehicle,153.011053,-27.26075615,Moreton Bay - South,Dickson,Major cities,0,0,0,0,0,60 km/h,200111
19042,2001,November,Sunday,18,Single Vehicle,153.1395895,-27.6677517,Logan - Beaudesert,Forde,Major cities,0,0,0,0,0,60 km/h,200111
19043,2001,November,Sunday,1,Multi-Vehicle,153.2258545,-27.52347243,Brisbane - East,Bowman,Major cities,0,0,1,0,1,60 km/h,200111
19044,2001,November,Sunday,11,Single Vehicle,152.7618317,-27.60903292,Ipswich,Blair,Major cities,0,0,0,0,0,60 km/h,200111
19045,2001,November,Sunday,16,Multi-Vehicle,152.81154850000001,-27.63077019,Ipswich,Blair,Major cities,0,0,0,0,0,60 km/h,200111
19046,2001,November,Sunday,3,Single Vehicle,152.7014268,-27.57621887,Ipswich,Blair,Major cities,0,0,0,0,0,80 - 90 km/h,200111
19047,2001,November,Sunday,4,Single Vehicle,152.6995935,-27.57610478,Ipswich,Blair,Major cities,0,0,0,0,0,100 - 110 km/h,200111
19048,2001,November,Sunday,3,Single Vehicle,153.0997392,-27.42841088,Brisbane - North,Lilley,Major cities,0,0,0,0,0,70 km/h,200111
19049,2001,November,Sunday,18,Multi-Vehicle,153.08271630000002,-27.41257503,Brisbane - North,Lilley,Major cities,0,0,0,0,0,80 - 90 km/h,200111
19050,2001,November,Sunday,15,Single Vehicle,152.93274730000002,-27.39371265,Moreton Bay - South,Dickson,Major cities,0,0,0,1,1,0 - 50 km/h,200111
19051,2001,November,Sunday,6,Single Vehicle,152.9437922,-26.79847882,Sunshine Coast,Fisher,Inner regional,0,0,1,0,1,80 - 90 km/h,200111
19052,2001,November,Sunday,19,Single Vehicle,153.0473376,-26.7023335,Sunshine Coast,Fairfax,Major cities,0,0,0,1,1,60 km/h,200111
19053,2001,November,Sunday,16,Multi-Vehicle,153.08286809999998,-26.6521276,Sunshine Coast,Fairfax,Major cities,0,0,0,1,1,60 km/h,200111
19054,2001,November,Sunday,7,Single Vehicle,153.08916430000002,-26.69483946,Sunshine Coast,Fairfax,Major cities,0,0,0,1,1,60 km/h,200111
19055,2001,November,Sunday,22,Single Vehicle,153.11818080000003,-26.685624100000005,Sunshine Coast,Fisher,Major cities,0,0,0,0,0,60 km/h,200111
19056,2001,November,Sunday,1,Single Vehicle,153.11359309999997,-26.69405223,Sunshine Coast,Fisher,Major cities,0,0,1,0,1,60 km/h,200111
19057,2001,November,Sunday,1,Single Vehicle,152.9462716,-26.61036449,Sunshine Coast,Fairfax,Inner regional,0,0,0,1,1,60 km/h,200111
19058,2001,November,Sunday,19,Single Vehicle,153.01398569999998,-26.39037531,Sunshine Coast,Wide Bay,Major cities,0,0,0,0,0,0 - 50 km/h,200111
19059,2001,November,Sunday,14,Multi-Vehicle,153.0674629,-26.39863634,Sunshine Coast,Wide Bay,Major cities,0,0,0,0,0,60 km/h,200111
19060,2001,November,Sunday,21,Multi-Vehicle,153.42837,-28.01755229,Gold Coast,Moncrieff,Major cities,0,0,1,0,1,0 - 50 km/h,200111
19061,2001,November,Sunday,12,Single Vehicle,152.76935419999998,-26.82266412,Moreton Bay - North,Fisher,Inner regional,0,0,1,0,1,100 - 110 km/h,200111
19062,2001,November,Sunday,20,Single Vehicle,152.3952171,-28.05162539,Ipswich,Blair,Inner regional,0,0,1,0,1,70 km/h,200111
19063,2001,November,Sunday,21,Multi-Vehicle,153.40552590000001,-28.10234479,Gold Coast,Mcpherson,Major cities,0,0,0,1,1,80 - 90 km/h,200111
19064,2001,November,Sunday,15,Single Vehicle,152.4794605,-27.55684744,Ipswich,Blair,Inner regional,0,0,0,1,1,100 - 110 km/h,200111
19065,2001,November,Sunday,4,Single Vehicle,152.1159235,-26.832698999999998,Wide Bay,Maranoa,Outer regional,0,0,1,0,1,80 - 90 km/h,200111
19066,2001,November,Sunday,15,Multi-Vehicle,152.34519540000002,-24.85564959,Wide Bay,Hinkler,Inner regional,0,0,0,2,2,60 km/h,200111
19067,2001,November,Sunday,5,Single Vehicle,152.0342903,-25.21258266,Wide Bay,Hinkler,Inner regional,0,0,0,0,0,100 - 110 km/h,200111
19068,2001,November,Sunday,15,Single Vehicle,152.64564950000002,-26.19993646,Wide Bay,Wide Bay,Inner regional,0,0,2,0,2,60 km/h,200111
19069,2001,November,Sunday,1,Hit pedestrian,152.64731030000002,-26.17743794,Wide Bay,Wide Bay,Inner regional,0,0,1,0,1,80 - 90 km/h,200111
19070,2001,November,Sunday,15,Single Vehicle,152.6407719,-26.16674675,Wide Bay,Wide Bay,Inner regional,0,2,0,0,2,100 - 110 km/h,200111
19071,2001,November,Sunday,18,Single Vehicle,151.89444459999999,-26.55292853,Wide Bay,Maranoa,Inner regional,0,0,0,0,0,100 - 110 km/h,200111
19072,2001,November,Sunday,23,Single Vehicle,152.16404550000001,-24.81303067,Wide Bay,Flynn,Inner regional,0,0,0,0,0,100 - 110 km/h,200111
19073,2001,November,Sunday,10,Multi-Vehicle,148.1588291,-23.52083512,Fitzroy,Flynn,Outer regional,0,0,0,0,0,60 km/h,200111
19074,2001,November,Sunday,16,Single Vehicle,150.7216438,-23.34464143,Fitzroy,Capricornia,Inner regional,0,1,0,0,1,100 - 110 km/h,200111
19075,2001,November,Sunday,3,Single Vehicle,150.54889169999998,-23.37393263,Fitzroy,Capricornia,Inner regional,0,0,0,0,0,70 km/h,200111
19076,2001,November,Sunday,22,Multi-Vehicle,150.5147148,-23.38242251,Fitzroy,Capricornia,Inner regional,0,0,1,0,1,60 km/h,200111
19077,2001,November,Sunday,12,Multi-Vehicle,150.74801100000002,-23.13766989,Fitzroy,Capricornia,Inner regional,0,0,1,0,1,60 km/h,200111
19078,2001,November,Sunday,2,Hit pedestrian,149.190922,-21.15245265,Mackay,Dawson,Inner regional,0,0,0,1,1,60 km/h,200111
19079,2001,November,Sunday,15,Multi-Vehicle,149.1701182,-21.10701321,Mackay,Dawson,Inner regional,0,1,1,0,2,60 km/h,200111
19080,2001,November,Sunday,14,Single Vehicle,148.694023,-21.64429481,Mackay,Capricornia,Outer regional,0,1,0,0,1,100 - 110 km/h,200111
19081,2001,November,Sunday,19,Single Vehicle,146.7483336,-19.32043671,Townsville,Herbert,Outer regional,0,1,0,0,1,60 km/h,200111
19082,2001,November,Sunday,12,Single Vehicle,145.9151696,-17.17579834,Cairns,Kennedy,Outer regional,0,0,0,0,0,100 - 110 km/h,200111
19083,2001,November,Sunday,7,Single Vehicle,145.7797085,-16.92533615,Cairns,Leichhardt,Outer regional,0,0,0,0,0,60 km/h,200111
19084,2001,November,Sunday,12,Multi-Vehicle,145.7466389,-16.96299064,Cairns,Leichhardt,Outer regional,0,1,0,1,2,60 km/h,200111
19086,2001,November,Sunday,16,Multi-Vehicle,153.175053,-27.67774532,Logan - Beaudesert,Forde,Major cities,0,0,0,1,1,60 km/h,200111
19087,2001,November,Sunday,17,Single Vehicle,153.17485580000002,-27.68395002,Logan - Beaudesert,Forde,Major cities,0,0,0,0,0,100 - 110 km/h,200111
19088,2001,November,Sunday,17,Multi-Vehicle,153.1777186,-27.68449317,Logan - Beaudesert,Forde,Major cities,0,0,0,0,0,100 - 110 km/h,200111
19089,2001,November,Monday,8,Multi-Vehicle,153.045795,-27.57944287,Brisbane - South,Moreton,Major cities,0,0,0,0,0,60 km/h,200111
19090,2001,November,Monday,8,Multi-Vehicle,153.1252754,-27.4945718,Brisbane - South,Bonner,Major cities,0,0,1,0,1,100 - 110 km/h,200111
19091,2001,November,Monday,19,Single Vehicle,153.02561740000002,-27.45625619,Brisbane Inner City,Brisbane,Major cities,0,0,0,1,1,60 km/h,200111
19092,2001,November,Monday,16,Multi-Vehicle,153.04128909999997,-27.45057747,Brisbane Inner City,Brisbane,Major cities,0,0,0,1,1,60 km/h,200111
19093,2001,November,Monday,16,Multi-Vehicle,153.0366746,-27.45435733,Brisbane Inner City,Brisbane,Major cities,0,0,0,3,3,60 km/h,200111
19094,2001,November,Monday,19,Multi-Vehicle,153.081103,-27.51900507,Brisbane - South,Griffith,Major cities,0,2,0,0,2,60 km/h,200111
19095,2001,November,Monday,0,Single Vehicle,153.0556244,-27.52559027,Brisbane - South,Griffith,Major cities,0,0,0,0,0,100 - 110 km/h,200111
19096,2001,November,Monday,19,Multi-Vehicle,152.9727671,-27.61791015,Ipswich,Oxley,Major cities,0,0,0,1,1,0 - 50 km/h,200111
19097,2001,November,Monday,0,Single Vehicle,153.0632375,-27.47029706,Brisbane Inner City,Griffith,Major cities,0,0,0,0,0,60 km/h,200111
19098,2001,November,Monday,18,Single Vehicle,152.97730249999998,-27.56661418,Ipswich,Oxley,Major cities,0,0,0,0,0,100 - 110 km/h,200111
19099,2001,November,Monday,8,Multi-Vehicle,153.06289089999999,-27.54571286,Brisbane - South,Moreton,Major cities,0,0,1,0,1,100 - 110 km/h,200111
19100,2001,November,Monday,15,Multi-Vehicle,153.1762438,-27.4464768,Brisbane - East,Bonner,Major cities,0,0,0,2,2,0 - 50 km/h,200111
19101,2001,November,Monday,15,Multi-Vehicle,153.04705269999997,-27.35129137,Brisbane - North,Lilley,Major cities,0,0,0,0,0,60 km/h,200111
19102,2001,November,Monday,14,Multi-Vehicle,152.9946889,-27.31554493,Moreton Bay - South,Dickson,Major cities,0,0,0,1,1,60 km/h,200111
19103,2001,November,Monday,7,Multi-Vehicle,153.09682800000002,-27.25634095,Moreton Bay - North,Petrie,Major cities,0,0,1,0,1,60 km/h,200111
19104,2001,November,Monday,19,Multi-Vehicle,153.0980495,-27.24946711,Moreton Bay - North,Petrie,Major cities,0,0,0,0,0,60 km/h,200111
19105,2001,November,Monday,14,Multi-Vehicle,153.1447563,-27.64391303,Logan - Beaudesert,Rankin,Major cities,0,0,0,1,1,60 km/h,200111
19106,2001,November,Monday,22,Single Vehicle,153.2358835,-27.62248239,Brisbane - East,Bowman,Major cities,0,0,0,0,0,70 km/h,200111
19107,2001,November,Monday,17,Multi-Vehicle,153.024081,-27.17768911,Moreton Bay - North,Longman,Major cities,0,1,0,0,1,60 km/h,200111
19108,2001,November,Monday,17,Multi-Vehicle,152.97474630000002,-27.16430846,Moreton Bay - North,Longman,Major cities,0,0,2,1,3,60 km/h,200111
19109,2001,November,Monday,18,Multi-Vehicle,152.8093602,-27.6133539,Ipswich,Blair,Major cities,0,0,0,0,0,60 km/h,200111
19110,2001,November,Monday,8,Multi-Vehicle,152.7630303,-27.61609298,Ipswich,Blair,Major cities,0,0,0,1,1,60 km/h,200111
19111,2001,November,Monday,8,Multi-Vehicle,153.03338440000002,-27.42504963,Brisbane Inner City,Brisbane,Major cities,0,0,0,1,1,60 km/h,200111
19112,2001,November,Monday,14,Single Vehicle,153.09674950000002,-27.37554516,Brisbane - North,Lilley,Major cities,0,0,0,0,0,100 - 110 km/h,200111
19113,2001,November,Monday,10,Multi-Vehicle,152.9110221,-27.61648228,Ipswich,Oxley,Major cities,0,0,0,0,0,60 km/h,200111
19114,2001,November,Monday,15,Single Vehicle,153.15501830000002,-27.06460058,Moreton Bay - North,Longman,Inner regional,0,0,0,0,0,60 km/h,200111
19115,2001,November,Monday,15,Multi-Vehicle,153.3929326,-28.01113186,Gold Coast,Moncrieff,Major cities,0,1,0,0,1,0 - 50 km/h,200111
19116,2001,November,Monday,9,Multi-Vehicle,153.4406545,-28.06745164,Gold Coast,Moncrieff,Major cities,0,0,0,0,0,70 km/h,200111
19117,2001,November,Monday,17,Multi-Vehicle,153.43431950000002,-28.042313399999998,Gold Coast,Moncrieff,Major cities,0,0,2,0,2,70 km/h,200111
19118,2001,November,Monday,22,Multi-Vehicle,153.1171627,-28.17782818,Logan - Beaudesert,Forde,Inner regional,0,0,0,0,0,0 - 50 km/h,200111
19119,2001,November,Monday,7,Single Vehicle,153.34460269999997,-28.02247655,Gold Coast,Moncrieff,Major cities,0,0,0,1,1,0 - 50 km/h,200111
19120,2001,November,Monday,19,Multi-Vehicle,153.3594545,-28.04803967,Gold Coast,Moncrieff,Major cities,0,0,2,1,3,60 km/h,200111
19121,2001,November,Monday,17,Multi-Vehicle,153.3482344,-28.01654974,Gold Coast,Moncrieff,Major cities,0,2,0,0,2,100 - 110 km/h,200111
19122,2001,November,Monday,16,Multi-Vehicle,153.369248,-27.990761699999997,Gold Coast,Moncrieff,Major cities,0,0,1,0,1,70 km/h,200111
19123,2001,November,Monday,19,Single Vehicle,153.4289028,-28.00406343,Gold Coast,Moncrieff,Major cities,0,0,0,0,0,0 - 50 km/h,200111
19124,2001,November,Monday,8,Multi-Vehicle,153.42612350000002,-28.00255568,Gold Coast,Moncrieff,Major cities,0,1,0,0,1,60 km/h,200111
19125,2001,November,Monday,13,Multi-Vehicle,153.4289342,-28.00558932,Gold Coast,Moncrieff,Major cities,0,0,1,0,1,60 km/h,200111
19126,2001,November,Monday,19,Multi-Vehicle,153.0157638,-27.79110141,Logan - Beaudesert,Forde,Major cities,0,0,0,0,0,80 - 90 km/h,200111
19127,2001,November,Monday,17,Multi-Vehicle,153.12830569999997,-26.70287214,Sunshine Coast,Fisher,Major cities,0,0,0,0,0,80 - 90 km/h,200111
19128,2001,November,Monday,18,Single Vehicle,152.6440355,-27.61765198,Ipswich,Blair,Inner regional,0,0,0,0,0,60 km/h,200111
19129,2001,November,Monday,16,Multi-Vehicle,153.4669763,-28.12346697,Gold Coast,Mcpherson,Major cities,0,0,1,0,1,60 km/h,200111
19130,2001,November,Monday,14,Single Vehicle,152.33834860000002,-27.42562875,Ipswich,Blair,Inner regional,0,1,1,0,2,100 - 110 km/h,200111
19131,2001,November,Monday,21,Single Vehicle,153.0431488,-26.7749786,Sunshine Coast,Fisher,Major cities,0,0,0,0,0,100 - 110 km/h,200111
19132,2001,November,Monday,8,Multi-Vehicle,152.461529,-24.83156141,Wide Bay,Hinkler,Inner regional,0,0,1,1,2,60 km/h,200111
19133,2001,November,Monday,11,Multi-Vehicle,152.37393600000001,-24.86268701,Wide Bay,Hinkler,Inner regional,0,0,0,0,0,60 km/h,200111
19134,2001,November,Monday,15,Multi-Vehicle,152.71275419999998,-26.17343574,Wide Bay,Wide Bay,Inner regional,0,2,0,0,2,100 - 110 km/h,200111
19135,2001,November,Monday,10,Single Vehicle,152.5987996,-25.37303242,Wide Bay,Hinkler,Inner regional,0,1,0,0,1,100 - 110 km/h,200111
19136,2001,November,Monday,22,Single Vehicle,152.6828738,-25.51808093,Wide Bay,Wide Bay,Inner regional,0,0,0,0,0,60 km/h,200111
19137,2001,November,Monday,17,Multi-Vehicle,151.9521679,-27.56794345,Toowoomba,Groom,Inner regional,0,0,0,0,0,60 km/h,200111
19138,2001,November,Monday,10,Multi-Vehicle,151.72656919999997,-27.45824058,Darling Downs - Maranoa,Groom,Inner regional,1,0,0,2,3,80 - 90 km/h,200111
19139,2001,November,Monday,9,Single Vehicle,149.4741868,-24.14300543,Fitzroy,Flynn,Remote,0,1,0,0,1,100 - 110 km/h,200111
19140,2001,November,Monday,7,Single Vehicle,151.2523476,-23.84940921,Fitzroy,Flynn,Inner regional,0,0,0,0,0,60 km/h,200111
19141,2001,November,Monday,7,Multi-Vehicle,151.2518737,-23.83909384,Fitzroy,Flynn,Inner regional,0,0,1,0,1,60 km/h,200111
19142,2001,November,Monday,16,Single Vehicle,150.21985669999998,-22.96420049,Fitzroy,Capricornia,Remote,0,0,0,0,0,100 - 110 km/h,200111
19143,2001,November,Monday,9,Other,150.3906206,-23.620249899999997,Fitzroy,Capricornia,Inner regional,0,0,1,0,1,60 km/h,200111
19144,2001,November,Monday,12,Hit pedestrian,150.52605559999998,-23.35846249,Fitzroy,Capricornia,Inner regional,0,0,0,1,1,60 km/h,200111
19145,2001,November,Monday,11,Multi-Vehicle,149.1591389,-21.10543169,Mackay,Dawson,Inner regional,0,0,0,0,0,60 km/h,200111
19146,2001,November,Monday,17,Multi-Vehicle,149.2191187,-21.07056285,Mackay,Dawson,Inner regional,0,1,0,0,1,60 km/h,200111
19147,2001,November,Monday,15,Hit pedestrian,149.18685390000002,-21.05420139,Mackay,Dawson,Inner regional,0,0,1,0,1,60 km/h,200111
19148,2001,November,Monday,0,Single Vehicle,148.6227141,-20.35932652,Mackay,Dawson,Outer regional,0,1,0,0,1,100 - 110 km/h,200111
19149,2001,November,Monday,7,Multi-Vehicle,146.7448323,-19.313258100000002,Townsville,Herbert,Outer regional,0,0,0,1,1,60 km/h,200111
19150,2001,November,Monday,7,Multi-Vehicle,146.80146430000002,-19.30311723,Townsville,Herbert,Outer regional,0,0,0,1,1,60 km/h,200111
19151,2001,November,Monday,11,Multi-Vehicle,146.7970459,-19.28592563,Townsville,Herbert,Outer regional,0,0,0,2,2,60 km/h,200111
19152,2001,November,Monday,16,Multi-Vehicle,145.4886608,-17.25566259,Cairns,Kennedy,Outer regional,0,0,0,0,0,60 km/h,200111
19153,2001,November,Monday,17,Single Vehicle,142.11347880000002,-13.01043508,Queensland - Outback,Leichhardt,Very remote,0,0,1,0,1,100 - 110 km/h,200111
19154,2001,November,Monday,17,Multi-Vehicle,145.75477890000002,-16.91297703,Cairns,Leichhardt,Outer regional,0,1,0,0,1,60 km/h,200111
19155,2001,November,Monday,21,Single Vehicle,143.1963611,-13.94716983,Queensland - Outback,Leichhardt,Very remote,0,0,0,0,0,60 km/h,200111
19156,2001,November,Monday,14,Multi-Vehicle,153.06209280000002,-27.6114222,Brisbane - South,Moreton,Major cities,0,0,2,0,2,70 km/h,200111
19157,2001,November,Tuesday,18,Multi-Vehicle,153.1005696,-27.50030587,Brisbane - South,Bonner,Major cities,0,0,1,0,1,60 km/h,200111
19158,2001,November,Tuesday,8,Hit pedestrian,153.08841940000002,-27.49570646,Brisbane - South,Griffith,Major cities,0,0,1,0,1,60 km/h,200111
19159,2001,November,Tuesday,15,Multi-Vehicle,153.0211642,-27.47006069,Brisbane Inner City,Brisbane,Major cities,0,0,0,0,0,60 km/h,200111
19160,2001,November,Tuesday,15,Multi-Vehicle,153.0210978,-27.45880479,Brisbane Inner City,Brisbane,Major cities,0,1,0,0,1,60 km/h,200111
19161,2001,November,Tuesday,23,Hit pedestrian,153.0045149,-27.46886164,Brisbane Inner City,Brisbane,Major cities,0,1,0,0,1,60 km/h,200111
19162,2001,November,Tuesday,8,Other,153.03956599999998,-27.50419434,Brisbane - South,Griffith,Major cities,0,0,0,1,1,60 km/h,200111
19163,2001,November,Tuesday,16,Multi-Vehicle,153.0575728,-27.53384088,Brisbane - South,Moreton,Major cities,0,0,1,1,2,60 km/h,200111
19164,2001,November,Tuesday,15,Multi-Vehicle,152.9746269,-27.59688729,Ipswich,Oxley,Major cities,0,0,0,1,1,60 km/h,200111
19165,2001,November,Tuesday,14,Multi-Vehicle,152.9901716,-27.48676895,Brisbane Inner City,Ryan,Major cities,0,0,1,0,1,0 - 50 km/h,200111
19166,2001,November,Tuesday,17,Multi-Vehicle,152.97575659999998,-27.50029285,Brisbane - West,Ryan,Major cities,0,0,1,0,1,60 km/h,200111
19167,2001,November,Tuesday,6,Multi-Vehicle,152.97583369999998,-27.50194404,Brisbane - West,Ryan,Major cities,0,1,0,2,3,60 km/h,200111
19168,2001,November,Tuesday,16,Single Vehicle,152.9962199,-27.48323391,Brisbane Inner City,Ryan,Major cities,0,0,0,1,1,60 km/h,200111
19169,2001,November,Tuesday,19,Multi-Vehicle,153.0089802,-27.49416875,Brisbane - West,Ryan,Major cities,0,0,0,2,2,60 km/h,200111
19170,2001,November,Tuesday,9,Multi-Vehicle,152.9768077,-27.51438061,Brisbane - West,Moreton,Major cities,0,0,0,0,0,60 km/h,200111
19171,2001,November,Tuesday,0,Single Vehicle,153.0465995,-27.55815274,Brisbane - South,Moreton,Major cities,0,0,2,0,2,70 km/h,200111
19172,2001,November,Tuesday,6,Multi-Vehicle,153.164718,-27.43617029,Brisbane - East,Bonner,Major cities,0,0,0,0,0,0 - 50 km/h,200111
19173,2001,November,Tuesday,12,Multi-Vehicle,153.0124398,-27.38478762,Brisbane - North,Petrie,Major cities,0,0,0,2,2,0 - 50 km/h,200111
19174,2001,November,Tuesday,6,Single Vehicle,153.09837040000002,-27.65793227,Logan - Beaudesert,Rankin,Major cities,0,0,1,0,1,0 - 50 km/h,200111
19175,2001,November,Tuesday,8,Multi-Vehicle,153.1363366,-27.69212287,Logan - Beaudesert,Forde,Major cities,0,0,1,0,1,60 km/h,200111
19176,2001,November,Tuesday,16,Hit pedestrian,153.09788559999998,-27.68439041,Logan - Beaudesert,Rankin,Major cities,0,0,0,1,1,0 - 50 km/h,200111
19177,2001,November,Tuesday,13,Multi-Vehicle,153.0347927,-27.66403943,Logan - Beaudesert,Rankin,Major cities,0,0,0,1,1,0 - 50 km/h,200111
19178,2001,November,Tuesday,20,Single Vehicle,153.2160305,-27.50863485,Brisbane - East,Bowman,Major cities,0,0,1,0,1,0 - 50 km/h,200111
19179,2001,November,Tuesday,12,Multi-Vehicle,153.18549019999998,-27.51888937,Brisbane - East,Bonner,Major cities,0,0,0,0,0,60 km/h,200111
19180,2001,November,Tuesday,16,Multi-Vehicle,153.16713810000002,-27.509119800000004,Brisbane - East,Bonner,Major cities,0,0,0,0,0,80 - 90 km/h,200111
19181,2001,November,Tuesday,17,Multi-Vehicle,152.7928045,-27.61827902,Ipswich,Blair,Major cities,0,0,1,0,1,0 - 50 km/h,200111
19182,2001,November,Tuesday,16,Multi-Vehicle,153.0341754,-27.4205183,Brisbane Inner City,Lilley,Major cities,0,0,2,0,2,60 km/h,200111
19183,2001,November,Tuesday,8,Multi-Vehicle,153.06333830000003,-27.43947924,Brisbane Inner City,Lilley,Major cities,0,0,1,0,1,60 km/h,200111
19184,2001,November,Tuesday,9,Hit pedestrian,153.0335632,-27.42402134,Brisbane Inner City,Lilley,Major cities,0,1,0,0,1,60 km/h,200111
19185,2001,November,Tuesday,7,Multi-Vehicle,153.0358628,-27.41801061,Brisbane Inner City,Lilley,Major cities,0,0,0,0,0,60 km/h,200111
19186,2001,November,Tuesday,12,Multi-Vehicle,152.9779738,-27.40794371,Brisbane - West,Brisbane,Major cities,0,0,0,0,0,60 km/h,200111
19187,2001,November,Tuesday,17,Single Vehicle,153.12688,-27.06578749,Moreton Bay - North,Longman,Major cities,0,1,0,1,2,80 - 90 km/h,200111
19188,2001,November,Tuesday,13,Multi-Vehicle,153.1522632,-27.04844226,Moreton Bay - North,Longman,Inner regional,0,0,1,0,1,80 - 90 km/h,200111
19189,2001,November,Tuesday,9,Multi-Vehicle,153.49808280000002,-28.14728279,Gold Coast,Mcpherson,Major cities,0,0,0,2,2,80 - 90 km/h,200111
19190,2001,November,Tuesday,12,Multi-Vehicle,153.0230343,-26.44599142,Sunshine Coast,Wide Bay,Inner regional,0,1,0,0,1,80 - 90 km/h,200111
19191,2001,November,Tuesday,8,Multi-Vehicle,152.7800102,-26.60897592,Sunshine Coast,Fairfax,Inner regional,0,0,1,1,2,100 - 110 km/h,200111
19192,2001,November,Tuesday,16,Multi-Vehicle,153.09559380000002,-26.45884443,Sunshine Coast,Wide Bay,Major cities,0,0,1,0,1,60 km/h,200111
19193,2001,November,Tuesday,6,Single Vehicle,153.00762419999998,-26.37379812,Sunshine Coast,Wide Bay,Inner regional,0,0,1,0,1,100 - 110 km/h,200111
19194,2001,November,Tuesday,16,Multi-Vehicle,153.4114836,-27.95961914,Gold Coast,Moncrieff,Major cities,0,0,1,0,1,60 km/h,200111
19195,2001,November,Tuesday,14,Multi-Vehicle,153.40824080000002,-27.95154646,Gold Coast,Fadden,Major cities,0,0,0,0,0,60 km/h,200111
19196,2001,November,Tuesday,21,Multi-Vehicle,153.42971980000002,-28.01229657,Gold Coast,Moncrieff,Major cities,0,0,1,0,1,0 - 50 km/h,200111
19197,2001,November,Tuesday,9,Multi-Vehicle,153.4276391,-28.008636,Gold Coast,Moncrieff,Major cities,0,0,1,0,1,60 km/h,200111
19198,2001,November,Tuesday,9,Multi-Vehicle,153.4296429,-28.01238355,Gold Coast,Moncrieff,Major cities,0,0,1,1,2,70 km/h,200111
